Entidad,Fecha y Hora de Publicacion,Nomenclatura,Objeto de Contratacion,Descripcion del Objeto ,Valor Referencial,Moneda,Fecha Fin Formulación de consultas y observaciones(Electronica),Absolución de consultas y observaciones(Electronica),Integración de las Bases,Fecha Presentacion de Propuesta,Fecha de Buena Pro,Estado,Fideicomiso,Ruc,Razon Social,Tipo de Formulario,Telefono,Email,Ola
GOBIERNO REGIONAL DE LIMA SEDE CENTRAL,13/02/2024,LP-SM-1-2024-GRL/CS-1,Obra,"CONTRATACION PARA LA EJECUCION DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE, RED DE ALCANTARILLADO Y CREACION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO PALPA, CRUZ BLANCA DE MATUCANA Y AGUADA DEL DISTRITO DE AUCALLAMA ¿ PROVINCIA DE HUARAL ¿ DEPARTAMENTO DE LIMA¿ CON CUI N° 2506471."," $19,650,376.33 ",Soles,27/02/2024,14/03/2024,14/03/2024,01/04/2024,03/04/2024,Convocado,,20100995108,CONSTRUCTORA M.P.M. S.A.,Consulta,4443885-937554509,recepcion@constructorampm.com.pe,Abril 2024
GOBIERNO REGIONAL DE LIMA SEDE CENTRAL,13/02/2024,LP-SM-1-2024-GRL/CS-1,Obra,"CONTRATACION PARA LA EJECUCION DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE, RED DE ALCANTARILLADO Y CREACION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO PALPA, CRUZ BLANCA DE MATUCANA Y AGUADA DEL DISTRITO DE AUCALLAMA ¿ PROVINCIA DE HUARAL ¿ DEPARTAMENTO DE LIMA¿ CON CUI N° 2506471."," $19,650,376.33 ",Soles,27/02/2024,14/03/2024,14/03/2024,01/04/2024,03/04/2024,Convocado,,20601702909,B &amp;amp; M GUTIERREZ CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA,Consulta/Observación,990291946,GRISEL_779@HOTMAIL.COM,Abril 2024
GOBIERNO REGIONAL DE LIMA SEDE CENTRAL,13/02/2024,LP-SM-1-2024-GRL/CS-1,Obra,"CONTRATACION PARA LA EJECUCION DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE, RED DE ALCANTARILLADO Y CREACION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO PALPA, CRUZ BLANCA DE MATUCANA Y AGUADA DEL DISTRITO DE AUCALLAMA ¿ PROVINCIA DE HUARAL ¿ DEPARTAMENTO DE LIMA¿ CON CUI N° 2506471."," $19,650,376.33 ",Soles,27/02/2024,14/03/2024,14/03/2024,01/04/2024,03/04/2024,Convocado,,20508349301,CORPORACION JARA Y CHAVEZ SOCIEDAD ANONIMA CERRADA,Consulta,5485212-995411275,corpjych_sac@hotmail.com,Abril 2024
GOBIERNO REGIONAL DE LIMA SEDE CENTRAL,13/02/2024,LP-SM-1-2024-GRL/CS-1,Obra,"CONTRATACION PARA LA EJECUCION DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE, RED DE ALCANTARILLADO Y CREACION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO PALPA, CRUZ BLANCA DE MATUCANA Y AGUADA DEL DISTRITO DE AUCALLAMA ¿ PROVINCIA DE HUARAL ¿ DEPARTAMENTO DE LIMA¿ CON CUI N° 2506471."," $19,650,376.33 ",Soles,27/02/2024,14/03/2024,14/03/2024,01/04/2024,03/04/2024,Convocado,,20604135282,G &amp;amp; B SEAS CONSTRUCTORA Y SERVICIOS GENERALES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Observación,989452734,brulf14@gmail.com,Abril 2024
GOBIERNO REGIONAL DE LIMA SEDE CENTRAL,13/02/2024,LP-SM-1-2024-GRL/CS-1,Obra,"CONTRATACION PARA LA EJECUCION DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE, RED DE ALCANTARILLADO Y CREACION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO PALPA, CRUZ BLANCA DE MATUCANA Y AGUADA DEL DISTRITO DE AUCALLAMA ¿ PROVINCIA DE HUARAL ¿ DEPARTAMENTO DE LIMA¿ CON CUI N° 2506471."," $19,650,376.33 ",Soles,27/02/2024,14/03/2024,14/03/2024,01/04/2024,03/04/2024,Convocado,,20610702768,SOSA &amp;amp; MESIAS INGENIEROS S.A.C.,Consulta,977895771,gerencia@symingenieros.com,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,20131039507,ARANA CONSULTORES S.A.C.,Consulta/Observación,012721726-975581614,contacto@aranaconsultoresperu.com,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,99000009012,AYESA INGENIERIA Y ARQUITECTURA S.A.U.,Consulta/Observación,6373844-959170790,ofertas.peru@ayesa.com,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,20601626510,"CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO, S.A. - SUCURSAL DEL PERU",Consulta,997543367-2137298,edgardo.gamarra@consulgal.pt,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,20601137624,CONURMA INGENIEROS CONSULTORES S.L. SUCURSAL DEL PERU,Observación,5976643,peru@conurma.com,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,20543698912,HM INGENIEROS CONSULTORES S.A.,Observación/Consulta,013964882,HMIC@HMINGENIEROS.PE,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,20522890171,WATER ADVANCED SOLUTIONS PERU S.A.C.,Consulta,937053143,jhon.carhuaricra@watersolutions.com.pe,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,20513048701,CIMAC S.A.C.,Observación,445-3692,cimac.oficina@gmail.com,Abril 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,12/03/2024,03/04/2024,Convocado,,10440130327,ZEGARRA AGIP ALEXANDER,Observación/Consulta,,azegarra.incorp@gmail.com,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20513943998,H Y C INGENIEROS CONSULTORES SOCIEDAD ANONIMA CERRADA - H Y C CONSULTORES S.A.C.,Consulta,2728081-979731500,legal@hycingenieros.com.pe,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20100878489,CORPORACION PERUANA DE INGENIERIA SOCIEDAD ANONIMA - CORPEI S.A.,Observación,6804905-992567649,corpei@speedy.com.pe,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,99000009012,AYESA INGENIERIA Y ARQUITECTURA S.A.U.,Consulta,6373844-959170790,ofertas.peru@ayesa.com,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20605125540,MAB INGENIERIA DE VALOR S.A. SUCURSAL DEL PERU,Consulta,6912080-946718745,lrodriguezr@mab.com.co,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20546593186,CONSULTORA PERUANA DE INGENIERIA S.A.C.,Consulta,963703804,cpisac.consultor@gmail.com,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20524383901,URCI CONSULTORES S.L. SUCURSAL DEL PERU,Consulta,4420808,urciperu@urciconsultores.com,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20101064191,CESEL S A,Consulta,7055000,cesel@cesel.com.pe,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20601626510,"CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO, S.A. - SUCURSAL DEL PERU",Consulta,997543367-2137298,edgardo.gamarra@consulgal.pt,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20100913225,JNR CONSULTORES SOCIEDAD ANONIMA,Consulta,943682334-959976859,licitaciones@jnrconsultores.com,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20101345018,HOB CONSULTORES S.A.,Observación/Consulta,7158111-322,hob@hobconsultores.com,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,20605881328,"INYPSA CW INFRASTRUCTURES, S.L.U. SUCURSAL DEL PERU",Consulta,6962657-954710472,LUDY.VELARDE@AIRTIFICIAL.COM,Abril 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),18/08/2023,CP-SM-33-2023-MTC/20-1,Consultoría de Obra,"Contratación del Supervisor de la Obra: Mejoramiento de la Carretera Boca del Río- Tacna en los Distritos de Tacna, Sama y la Yarada Los Palos de la Provincia de Tacna-Departamento de Tacna"," $17,955,593.75 ",Soles,04/09/2023,06/03/2024,06/03/2024,18/03/2024,05/04/2024,Convocado,,10440130327,ZEGARRA AGIP ALEXANDER,Observación/Consulta,,azegarra.incorp@gmail.com,Abril 2024
UNIVERSIDAD NACIONAL AUTONOMA ALTOANDINA DE TARMA,14/02/2024,LP-SM-7-2023-UNAAT-1,Obra,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: ¿CREACIÓN DEL SERVICIO DE EDUCACIÓN SUPERIOR UNIVERSITARIO Y ADMINISTRATIVO DE LA UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA, SECTOR HUANCUCRO, DISTRITO DE ACOBAMBA, PROVINCIA DE TARMA, REGIÓN JUNÍN ¿ CONSTRUCCIÓN E IMPLEMENTACIÓN PABELLÓN ESTUDIOS GENERALES ¿ ETAPA 02¿"," $15,671,274.66 ",Soles,28/02/2024,14/03/2024,14/03/2024,25/03/2024,02/04/2024,Convocado,,20600970110,JMD CONSTRUCTORA &amp;amp; CONSULTORA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Observación,943223501,jmd.const1240@gmail.com,Abril 2024
UNIVERSIDAD NACIONAL AUTONOMA ALTOANDINA DE TARMA,14/02/2024,LP-SM-7-2023-UNAAT-1,Obra,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: ¿CREACIÓN DEL SERVICIO DE EDUCACIÓN SUPERIOR UNIVERSITARIO Y ADMINISTRATIVO DE LA UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA, SECTOR HUANCUCRO, DISTRITO DE ACOBAMBA, PROVINCIA DE TARMA, REGIÓN JUNÍN ¿ CONSTRUCCIÓN E IMPLEMENTACIÓN PABELLÓN ESTUDIOS GENERALES ¿ ETAPA 02¿"," $15,671,274.66 ",Soles,28/02/2024,14/03/2024,14/03/2024,25/03/2024,02/04/2024,Convocado,,20609222744,OUTPUT S.A.C.,Consulta,996274196,outputsac1986@gmail.com,Abril 2024
UNIVERSIDAD NACIONAL AUTONOMA ALTOANDINA DE TARMA,14/02/2024,LP-SM-7-2023-UNAAT-1,Obra,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: ¿CREACIÓN DEL SERVICIO DE EDUCACIÓN SUPERIOR UNIVERSITARIO Y ADMINISTRATIVO DE LA UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA, SECTOR HUANCUCRO, DISTRITO DE ACOBAMBA, PROVINCIA DE TARMA, REGIÓN JUNÍN ¿ CONSTRUCCIÓN E IMPLEMENTACIÓN PABELLÓN ESTUDIOS GENERALES ¿ ETAPA 02¿"," $15,671,274.66 ",Soles,28/02/2024,14/03/2024,14/03/2024,25/03/2024,02/04/2024,Convocado,,20541491407,GRUPO JAMACC CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA,Observación,064213961,gabr.24@hotmail.com,Abril 2024
UNIVERSIDAD NACIONAL AUTONOMA ALTOANDINA DE TARMA,14/02/2024,LP-SM-7-2023-UNAAT-1,Obra,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: ¿CREACIÓN DEL SERVICIO DE EDUCACIÓN SUPERIOR UNIVERSITARIO Y ADMINISTRATIVO DE LA UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA, SECTOR HUANCUCRO, DISTRITO DE ACOBAMBA, PROVINCIA DE TARMA, REGIÓN JUNÍN ¿ CONSTRUCCIÓN E IMPLEMENTACIÓN PABELLÓN ESTUDIOS GENERALES ¿ ETAPA 02¿"," $15,671,274.66 ",Soles,28/02/2024,14/03/2024,14/03/2024,25/03/2024,02/04/2024,Convocado,,20568660944,OLD NAVY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-OLD NAVY E.I.R.L.,Observación,964519491,SCURIPACO@GMAIL.com,Abril 2024
UNIVERSIDAD NACIONAL AUTONOMA ALTOANDINA DE TARMA,14/02/2024,LP-SM-7-2023-UNAAT-1,Obra,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: ¿CREACIÓN DEL SERVICIO DE EDUCACIÓN SUPERIOR UNIVERSITARIO Y ADMINISTRATIVO DE LA UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA, SECTOR HUANCUCRO, DISTRITO DE ACOBAMBA, PROVINCIA DE TARMA, REGIÓN JUNÍN ¿ CONSTRUCCIÓN E IMPLEMENTACIÓN PABELLÓN ESTUDIOS GENERALES ¿ ETAPA 02¿"," $15,671,274.66 ",Soles,28/02/2024,14/03/2024,14/03/2024,25/03/2024,02/04/2024,Convocado,,20568360801,BRIJECC CONSULTORA CONSTRUCTORA SOCIEDAD ANONIMA CERRADA - BRIJECC S.A.C.,Observación,969769541,brijeccsac@gmail.com,Abril 2024
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,08/03/2024,LP-SM-3-2024-MDVO-CS-1,Obra,EJECUCIÓN DE LA OBRA MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO VEINTISÉIS DE OCTUBRE - PROVINCIA DE PIURA - REGIÓN PIURA," $14,770,901.72 ",Soles,22/03/2024,02/04/2024,02/04/2024,11/04/2024,12/04/2024,Convocado,,20609231701,WAYQE INGENIEROS SOCIEDAD ANONIMA CERRADA,Observación,979953552,wayqeingenieros@wayqeing.com,Abril 2024
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,08/03/2024,LP-SM-3-2024-MDVO-CS-1,Obra,EJECUCIÓN DE LA OBRA MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO VEINTISÉIS DE OCTUBRE - PROVINCIA DE PIURA - REGIÓN PIURA," $14,770,901.72 ",Soles,22/03/2024,02/04/2024,02/04/2024,11/04/2024,12/04/2024,Convocado,,20610639764,MM HIGH METRIK ENGIENEERS SOCIEDAD ANONIMA CERRADA,Observación,955137140,mmhighmetrik@gmail.com,Abril 2024
GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL CHOTA,04/03/2024,LP-SM-1-2024-GSRCH.-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA DENOMINADO: ""MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E.S. JOSÉ ANTONIO ENCINAS DEL C.P. CADMALCA ALTO DEL DISTRITO DE LAJAS - PROVINCIA DE CHOTA - REGIÓN CAJAMARCA""."," $14,248,016.78 ",Soles,18/03/2024,22/03/2024,22/03/2024,05/04/2024,08/04/2024,Convocado,,20517230821,CORPORACION J&amp;amp;J INGENIEROS S.A.C.,Consulta,7510268-999539169,corpjjing@hotmail.com,Abril 2024
GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL CHOTA,04/03/2024,LP-SM-1-2024-GSRCH.-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA DENOMINADO: ""MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E.S. JOSÉ ANTONIO ENCINAS DEL C.P. CADMALCA ALTO DEL DISTRITO DE LAJAS - PROVINCIA DE CHOTA - REGIÓN CAJAMARCA""."," $14,248,016.78 ",Soles,18/03/2024,22/03/2024,22/03/2024,05/04/2024,08/04/2024,Convocado,,20607701858,CONSTRUCTORA Y CONSULTORA JH SOCIEDAD ANONIMA CERRADA,Observación,970408889,conyconjhsac@gmail.com,Abril 2024
GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL CHOTA,04/03/2024,LP-SM-1-2024-GSRCH.-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA DENOMINADO: ""MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E.S. JOSÉ ANTONIO ENCINAS DEL C.P. CADMALCA ALTO DEL DISTRITO DE LAJAS - PROVINCIA DE CHOTA - REGIÓN CAJAMARCA""."," $14,248,016.78 ",Soles,18/03/2024,22/03/2024,22/03/2024,05/04/2024,08/04/2024,Convocado,,20477737766,COBRA CONSTRUCCIONES S.R.L.,Observación,074235458,bvidaurremariam@crece.uss.edu.pe,Abril 2024
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,21/03/2024,AS-SM-8-2024-MDVO-CS-1,Obra,"RECUPERACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA URBANIZACION POPULAR SAN JOSE, DISTRITO DE VEINTISEIS DE OCTUBRE - PIURA - PIURA"," $14,240,414.09 ",Soles,26/03/2024,02/04/2024,02/04/2024,05/04/2024,09/04/2024,Convocado,,20606299754,PROYECTO SEYGER EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Consulta,943621052,proyectoseyger@outlook.com,Abril 2024
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,21/03/2024,AS-SM-8-2024-MDVO-CS-1,Obra,"RECUPERACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA URBANIZACION POPULAR SAN JOSE, DISTRITO DE VEINTISEIS DE OCTUBRE - PIURA - PIURA"," $14,240,414.09 ",Soles,26/03/2024,02/04/2024,02/04/2024,05/04/2024,09/04/2024,Convocado,,20601310733,KATERIN CONSTRUCCIONES S.R.L.,Observación,989902771,janet33357@gmail.com,Abril 2024
